transformed_feature,gain_importance
numeric__PREV_NAME_GOODS_CATEGORY_FURNITURE,445.4669952392578
numeric__PREV_CODE_REJECT_REASON_LIMIT_RATE,445.2363967895508
numeric__LANDAREA_MEDI,442.75270080566406
numeric__CC_STATUS_ACTIVE_RATE,442.70740127563477
numeric__POS_STATUS_RETURNED TO THE STORE_RATE,442.166202545166
numeric__PREV_CHANNEL_TYPE_COUNTRY-WIDE,437.83509826660156
numeric__BURO_TYPE_CREDIT CARD_RATE,437.8346004486084
numeric__PREV_NAME_PORTFOLIO_POS,433.03699684143066
numeric__PREV_NAME_PORTFOLIO_XNA_RATE,430.88199615478516
numeric__PREV_PRODUCT_COMBINATION_CASH X-SELL: LOW,430.8528022766113
numeric__BURO_AMT_CREDIT_SUM_DEBT_MIN,430.21579933166504
numeric__PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_RATE,419.3213996887207
numeric__BUREAU_REQUEST_RECENT_TO_YEAR_RATIO,418.4906997680664
numeric__BURO_AMT_ANNUITY_MEAN,418.11940002441406
numeric__BURO_BAL_BB_STATUS_X_SUM,413.73059463500977
numeric__OBS_60_CNT_SOCIAL_CIRCLE,406.23079681396484
numeric__BURO_BAL_BB_MONTHS_BALANCE_MEAN_SUM,403.99300384521484
numeric__PREV_HOUR_APPR_PROCESS_START_MIN,401.7389030456543
numeric__PREV_NAME_CONTRACT_TYPE_REVOLVING LOANS_RATE,400.9638977050781
numeric__PREV_NAME_YIELD_GROUP_MIDDLE_RATE,399.9391975402832
numeric__PREV_NAME_GOODS_CATEGORY_CLOTHING AND ACCESSORIES_RATE,397.63780212402344
numeric__BURO_AMT_CREDIT_SUM_OVERDUE_SUM,393.3569030761719
numeric__PREV_NAME_CASH_LOAN_PURPOSE_WEDDING / GIFT / HOLIDAY,392.7005023956299
numeric__ENTRANCES_MODE,391.2476043701172
numeric__PREV_NAME_GOODS_CATEGORY_XNA_RATE,388.3370018005371
numeric__BURO_TYPE_CAR LOAN_RATE,378.8211975097656
numeric__IS_WEEKEND_APPLICATION,376.9839973449707
numeric__CC_AMT_BALANCE_MEAN,375.4482002258301
numeric__missingindicator_BURO_AMT_CREDIT_SUM_LIMIT_MAX,374.58899307250977
numeric__BURO_ACTIVE_SOLD_RATE,372.8493995666504
numeric__PREV_NAME_GOODS_CATEGORY_CONSUMER ELECTRONICS_RATE,369.36639404296875
numeric__PREV_PRODUCT_COMBINATION_CASH X-SELL: MIDDLE_RATE,368.1644973754883
numeric__BASEMENTAREA_AVG,367.9418029785156
numeric__CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,364.2122039794922
numeric__BURO_BAL_BB_STATUS_X_RATE_MAX,358.63390350341797
numeric__missingindicator_BURO_BURO_OVERDUE_CREDIT_RATIO_MAX,357.1780090332031
numeric__PREV_PRODUCT_COMBINATION_POS HOUSEHOLD WITH INTEREST_RATE,355.09469985961914
numeric__CC_STATUS_ACTIVE,354.903902053833
numeric__PREV_AMT_GOODS_PRICE_MAX,348.9741020202637
numeric__PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_RATE,348.2198028564453
numeric__INST_RECORD_COUNT,343.6393013000488
numeric__CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,340.9172058105469
numeric__CC_AMT_DRAWINGS_POS_CURRENT_MAX,340.27070236206055
numeric__ENTRANCES_MEDI,339.0545959472656
categorical__NAME_HOUSING_TYPE_Office apartment,337.0259017944336
numeric__BURO_AMT_ANNUITY_SUM,332.2431011199951
numeric__PREV_DAYS_FIRST_DRAWING_SUM,328.16350173950195
numeric__PREV_NAME_TYPE_SUITE_UNACCOMPANIED,327.79649353027344
categorical__NAME_INCOME_TYPE_Commercial associate,326.14920806884766
numeric__PREV_NAME_TYPE_SUITE_NAN,325.7863998413086
numeric__PREV_PRODUCT_COMBINATION_POS HOUSEHOLD WITH INTEREST,321.3168067932129
numeric__OBS_30_CNT_SOCIAL_CIRCLE,319.7943992614746
numeric__CC_AMT_RECIVABLE_MIN,318.02760314941406
numeric__PREV_PRODUCT_COMBINATION_CASH STREET: MIDDLE_RATE,317.3843994140625
numeric__DEF_60_CNT_SOCIAL_CIRCLE,312.8740005493164
numeric__PREV_NAME_PAYMENT_TYPE_XNA_RATE,311.97660064697266
numeric__BURO_AMT_ANNUITY_MAX,304.221004486084
numeric__PREV_PRODUCT_COMBINATION_POS INDUSTRY WITHOUT INTEREST,303.92480087280273
numeric__CC_AMT_INST_MIN_REGULARITY_SUM,300.5147018432617
numeric__PREV_NAME_SELLER_INDUSTRY_CONNECTIVITY,299.96949577331543
numeric__CC_STATUS_COMPLETED_RATE,298.27220153808594
numeric__POS_STATUS_SIGNED_RATE,286.3902015686035
numeric__NONLIVINGAPARTMENTS_MEDI,285.80799865722656
numeric__PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_RATE,285.0515022277832
numeric__PREV_CHANNEL_TYPE_CREDIT AND CASH OFFICES,284.1108989715576
numeric__CC_AMT_RECIVABLE_MEAN,283.0502986907959
numeric__NONLIVINGAREA_MODE,281.82330322265625
numeric__BURO_BAL_BB_STATUS_1_SUM,280.7881965637207
numeric__CC_AMT_DRAWINGS_ATM_CURRENT_MAX,279.348201751709
numeric__CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,276.3878974914551
numeric__CC_AMT_TOTAL_RECEIVABLE_MAX,275.5510025024414
numeric__PREV_NAME_GOODS_CATEGORY_CONSTRUCTION MATERIALS_RATE,272.40159606933594
numeric__CC_SK_DPD_MEAN,270.71470069885254
numeric__CC_CC_DRAWING_LIMIT_RATIO_MAX,270.07019805908203
numeric__REGION_RATING_CLIENT,268.4847984313965
numeric__BURO_BURO_DEBT_CREDIT_RATIO_MIN,268.3987007141113
numeric__PREV_CHANNEL_TYPE_COUNTRY-WIDE_RATE,267.96240425109863
numeric__ADDRESS_MISMATCH_COUNT,267.51219940185547
numeric__PREV_NAME_PORTFOLIO_CASH_RATE,267.08850288391113
numeric__PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_RATE,265.07559967041016
numeric__PREV_PRODUCT_COMBINATION_POS MOBILE WITHOUT INTEREST_RATE,263.4472961425781
numeric__BURO_BAL_BB_STATUS_1_RATE_MAX,262.71949768066406
numeric__BURO_AMT_CREDIT_MAX_OVERDUE_MIN,261.60499572753906
numeric__PREV_CODE_REJECT_REASON_HC,260.4209976196289
numeric__POS_SK_DPD_SUM,259.8510990142822
categorical__OCCUPATION_TYPE_Low-skill Laborers,254.7085952758789
numeric__DEF_30_CNT_SOCIAL_CIRCLE,254.5714988708496
numeric__PREV_NAME_GOODS_CATEGORY_AUDIO/VIDEO_RATE,250.07110214233398
numeric__CC_AMT_RECEIVABLE_PRINCIPAL_MAX,248.7782974243164
numeric__PREV_NAME_CONTRACT_STATUS_CANCELED,245.77149963378906
numeric__CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,245.6110954284668
numeric__CC_AMT_DRAWINGS_POS_CURRENT_SUM,244.55149841308594
numeric__PREV_NAME_CONTRACT_TYPE_CASH LOANS_RATE,243.67019844055176
numeric__PREV_PRODUCT_COMBINATION_CARD STREET_RATE,243.39889526367188
numeric__PREV_NAME_SELLER_INDUSTRY_CLOTHING_RATE,243.25470352172852
numeric__CC_AMT_BALANCE_MIN,234.34389877319336
numeric__CC_AMT_DRAWINGS_CURRENT_MAX,231.3765983581543
numeric__missingindicator_BURO_BURO_OVERDUE_CREDIT_RATIO_MEAN,223.94669342041016
numeric__CNT_FAM_MEMBERS,223.92659950256348
numeric__YEARS_BUILD_AVG,223.26589965820312
numeric__FLAG_EMP_PHONE,221.40129852294922
numeric__PREV_CODE_REJECT_REASON_SCOFR_RATE,221.0443992614746
numeric__NONLIVINGAPARTMENTS_AVG,220.59750366210938
numeric__CC_MONTHS_BALANCE_SUM,218.83050155639648
numeric__BURO_BAL_BB_STATUS_1_MAX,217.34519958496094
numeric__BURO_BAL_BB_MONTHS_BALANCE_COUNT_MAX,216.85479927062988
numeric__missingindicator_PREV_RECORD_COUNT,214.22530364990234
numeric__CC_MONTHS_BALANCE_MEAN,211.37229919433594
numeric__PREV_NAME_SELLER_INDUSTRY_CONSUMER ELECTRONICS,209.9454002380371
categorical__NAME_FAMILY_STATUS_Single / not married,209.65700149536133
numeric__PREV_PRODUCT_COMBINATION_CASH X-SELL: HIGH,204.28149795532227
numeric__PREV_PRODUCT_COMBINATION_CARD X-SELL_RATE,202.6766014099121
numeric__PREV_NAME_YIELD_GROUP_MIDDLE,198.84810256958008
numeric__CC_CNT_INSTALMENT_MATURE_CUM_MAX,197.2050018310547
numeric__PREV_NAME_YIELD_GROUP_XNA,196.8032989501953
numeric__PREV_PRODUCT_COMBINATION_CASH_RATE,195.74330139160156
numeric__BURO_BAL_BB_MONTHS_BALANCE_MAX_SUM,194.3065948486328
categorical__ORGANIZATION_TYPE_Kindergarten,191.85300064086914
numeric__CC_AMT_INST_MIN_REGULARITY_MAX,190.63439559936523
numeric__PREV_RECORD_COUNT,188.86129760742188
numeric__CC_AMT_PAYMENT_CURRENT_MIN,188.75960540771484
numeric__PREV_NAME_GOODS_CATEGORY_MOBILE,188.64420318603516
numeric__ELEVATORS_MEDI,186.6535987854004
numeric__FLOORSMIN_MODE,183.5006980895996
numeric__CC_CNT_DRAWINGS_POS_CURRENT_SUM,183.16170120239258
numeric__PREV_NAME_CASH_LOAN_PURPOSE_REPAIRS_RATE,181.92190170288086
numeric__BUILDING_FEATURE_MISSING_COUNT,181.08589935302734
numeric__PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY,179.11320114135742
numeric__PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY,178.4850959777832
numeric__PREV_NAME_PRODUCT_TYPE_XNA,175.57990264892578
"numeric__PREV_NAME_TYPE_SUITE_SPOUSE, PARTNER",174.54060173034668
numeric__PREV_CODE_REJECT_REASON_LIMIT,173.8386001586914
numeric__BURO_BAL_BB_STATUS_1_RATE_SUM,173.67359924316406
numeric__FLAG_PHONE,172.0551986694336
numeric__PREV_PRODUCT_COMBINATION_POS OTHER WITH INTEREST_RATE,163.98590087890625
numeric__FLOORSMIN_AVG,163.77620315551758
numeric__POS_SK_DPD_MIN,160.1516990661621
numeric__PREV_NAME_PAYMENT_TYPE_CASH THROUGH THE BANK,159.5182991027832
categorical__NAME_EDUCATION_TYPE_Academic degree,159.09410285949707
numeric__PREV_NAME_GOODS_CATEGORY_COMPUTERS_RATE,159.0728988647461
categorical__ORGANIZATION_TYPE_Security Ministries,158.77510452270508
numeric__PREV_NAME_CLIENT_TYPE_REFRESHED,156.6009979248047
numeric__BURO_BURO_OVERDUE_CREDIT_RATIO_MEAN,155.43999862670898
numeric__PREV_NAME_GOODS_CATEGORY_MEDICAL SUPPLIES_RATE,155.41529846191406
numeric__BURO_BAL_BB_STATUS_2_MEAN,155.0493049621582
numeric__PREV_CHANNEL_TYPE_CHANNEL OF CORPORATE SALES,154.36660194396973
numeric__missingindicator_PREV_AMT_DOWN_PAYMENT_MEAN,149.13699340820312
numeric__CC_CNT_DRAWINGS_POS_CURRENT_MIN,147.70050048828125
numeric__BURO_BAL_BB_STATUS_1_MEAN,147.06999969482422
numeric__BURO_AMT_ANNUITY_MIN,145.16529846191406
numeric__PREV_RATE_INTEREST_PRIVILEGED_SUM,144.27060317993164
categorical__ORGANIZATION_TYPE_Government,144.0988998413086
numeric__PREV_CHANNEL_TYPE_AP+ (CASH LOAN),143.5270004272461
numeric__BUREAU_REQUEST_RECENT,142.42180633544922
numeric__BURO_TYPE_CAR LOAN,142.00640296936035
numeric__PREV_PRODUCT_COMBINATION_POS INDUSTRY WITH INTEREST,141.88479614257812
categorical__OCCUPATION_TYPE_High skill tech staff,139.68260192871094
categorical__ORGANIZATION_TYPE_Bank,138.0984001159668
categorical__ORGANIZATION_TYPE_Trade: type 2,135.51279830932617
numeric__PREV_NAME_GOODS_CATEGORY_PHOTO / CINEMA EQUIPMENT,135.23049926757812
numeric__AMT_REQ_CREDIT_BUREAU_YEAR,134.74589920043945
numeric__PREV_CODE_REJECT_REASON_SCO,134.06669998168945
numeric__PREV_CHANNEL_TYPE_REGIONAL / LOCAL,131.29180145263672
numeric__PREV_PRODUCT_COMBINATION_POS MOBILE WITH INTEREST,131.28449630737305
numeric__PREV_NAME_GOODS_CATEGORY_GARDENING_RATE,131.11169815063477
numeric__AMT_REQ_CREDIT_BUREAU_DAY,130.43349838256836
numeric__PREV_PRODUCT_COMBINATION_CARD STREET,130.33090209960938
numeric__CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,127.34769821166992
numeric__PREV_NAME_YIELD_GROUP_LOW_NORMAL,125.28360366821289
numeric__CC_AMT_RECIVABLE_SUM,120.60840225219727
numeric__PREV_NFLAG_INSURED_ON_APPROVAL_SUM,119.92780303955078
numeric__CC_RECORD_COUNT,118.28400421142578
numeric__PREV_NAME_PRODUCT_TYPE_X-SELL,117.82210159301758
numeric__CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,114.57100296020508
numeric__missingindicator_BURO_AMT_CREDIT_SUM_LIMIT_MIN,113.9990005493164
numeric__PREV_NAME_CONTRACT_TYPE_CONSUMER LOANS_RATE,112.78219985961914
numeric__PREV_NAME_GOODS_CATEGORY_CONSUMER ELECTRONICS,111.05970191955566
numeric__PREV_PRODUCT_COMBINATION_CASH,110.11700057983398
numeric__POS_STATUS_SIGNED,106.44319915771484
numeric__PREV_NAME_PAYMENT_TYPE_XNA,106.37349700927734
numeric__PREV_PRODUCT_COMBINATION_CASH X-SELL: MIDDLE,106.22739791870117
numeric__PREV_NAME_CASH_LOAN_PURPOSE_XAP,106.20750045776367
categorical__WEEKDAY_APPR_PROCESS_START_WEDNESDAY,105.61809921264648
numeric__PREV_NAME_CASH_LOAN_PURPOSE_OTHER_RATE,105.0702018737793
numeric__CC_AMT_RECEIVABLE_PRINCIPAL_SUM,103.83459854125977
numeric__POS_STATUS_COMPLETED,103.54929733276367
numeric__BURO_BAL_BB_BAD_STATUS_COUNT_MAX,103.41510009765625
numeric__PREV_NAME_GOODS_CATEGORY_CONSTRUCTION MATERIALS,101.61700057983398
numeric__PREV_CODE_REJECT_REASON_SCOFR,99.72579956054688
categorical__NAME_TYPE_SUITE_Unaccompanied,98.37950134277344
numeric__PREV_NAME_TYPE_SUITE_OTHER_B_RATE,97.99150085449219
numeric__missingindicator_NONLIVINGAREA_MODE,97.68340301513672
numeric__CNT_CHILDREN,94.83380126953125
numeric__BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,93.47870254516602
numeric__PREV_NAME_GOODS_CATEGORY_XNA,93.24919891357422
numeric__CC_SK_DPD_DEF_MEAN,92.35060119628906
categorical__WEEKDAY_APPR_PROCESS_START_MONDAY,91.39979934692383
numeric__PREV_NAME_PORTFOLIO_CASH,91.027099609375
numeric__CC_CC_UTILIZATION_RATIO_MIN,89.52789688110352
numeric__PREV_NAME_PAYMENT_TYPE_NON-CASH FROM YOUR ACCOUNT_RATE,88.93569946289062
numeric__PREV_NAME_CONTRACT_TYPE_CONSUMER LOANS,88.41659927368164
numeric__CC_STATUS_COMPLETED,88.24589920043945
numeric__PREV_NAME_CLIENT_TYPE_REPEATER,88.20169830322266
numeric__PREV_PRODUCT_COMBINATION_CARD X-SELL,86.68219757080078
numeric__BURO_BAL_BB_STATUS_2_RATE_SUM,85.61079788208008
numeric__CC_AMT_BALANCE_SUM,84.79879760742188
numeric__BURO_BAL_BB_MONTHS_BALANCE_MAX_MAX,84.66449737548828
numeric__PREV_NAME_SELLER_INDUSTRY_AUTO TECHNOLOGY_RATE,84.17730331420898
numeric__PREV_NAME_CONTRACT_STATUS_UNUSED OFFER_RATE,84.14029884338379
numeric__CC_AMT_PAYMENT_CURRENT_MAX,83.3832015991211
numeric__CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,83.02020263671875
numeric__BURO_BAL_BB_STATUS_3_RATE_MEAN,81.22750091552734
numeric__PREV_NAME_GOODS_CATEGORY_AUDIO/VIDEO,80.61600112915039
numeric__PREV_NAME_GOODS_CATEGORY_JEWELRY_RATE,79.49169921875
categorical__WEEKDAY_APPR_PROCESS_START_SATURDAY,77.79719924926758
numeric__missingindicator_ELEVATORS_AVG,77.10359954833984
numeric__PREV_NAME_GOODS_CATEGORY_SPORT AND LEISURE,76.13360214233398
numeric__PREV_NAME_CASH_LOAN_PURPOSE_XNA,75.67590141296387
numeric__missingindicator_AMT_REQ_CREDIT_BUREAU_HOUR,74.756103515625
numeric__missingindicator_BASEMENTAREA_AVG,74.57689666748047
numeric__PREV_PRODUCT_COMBINATION_POS MOBILE WITHOUT INTEREST,73.80840301513672
numeric__missingindicator_PREV_AMT_ANNUITY_SUM,72.27570343017578
numeric__PREV_CHANNEL_TYPE_CONTACT CENTER,70.13780212402344
numeric__CC_AMT_INST_MIN_REGULARITY_MEAN,70.07479858398438
numeric__BURO_CREDIT_TYPE_NUNIQUE,69.11659812927246
numeric__missingindicator_NONLIVINGAREA_AVG,69.11019897460938
numeric__PREV_NAME_GOODS_CATEGORY_DIRECT SALES_RATE,67.70919990539551
numeric__PREV_NAME_SELLER_INDUSTRY_FURNITURE,66.35059928894043
numeric__PREV_NAME_GOODS_CATEGORY_MEDICINE,61.56449890136719
numeric__missingindicator_BURO_AMT_ANNUITY_MEAN,61.33409881591797
numeric__missingindicator_BURO_DAYS_CREDIT_ENDDATE_MEAN,61.29249954223633
numeric__CC_SK_DPD_SUM,61.04330062866211
numeric__missingindicator_YEARS_BEGINEXPLUATATION_AVG,58.94219970703125
numeric__PREV_NAME_CASH_LOAN_PURPOSE_XAP_RATE,57.78419876098633
numeric__BURO_BURO_OVERDUE_CREDIT_RATIO_MAX,56.63349914550781
numeric__PREV_NAME_TYPE_SUITE_OTHER_A_RATE,56.540401458740234
numeric__PREV_NAME_YIELD_GROUP_LOW_ACTION,56.52750015258789
numeric__CC_AMT_TOTAL_RECEIVABLE_MEAN,56.30739974975586
numeric__POS_STATUS_APPROVED,56.055198669433594
categorical__WEEKDAY_APPR_PROCESS_START_TUESDAY,55.641300201416016
numeric__PREV_NAME_SELLER_INDUSTRY_XNA,55.362098693847656
numeric__AMT_REQ_CREDIT_BUREAU_MON,54.7942008972168
numeric__CC_SK_DPD_MAX,54.29410171508789
numeric__PREV_NAME_GOODS_CATEGORY_AUTO ACCESSORIES,53.98910140991211
categorical__FLAG_OWN_REALTY_Y,53.973899841308594
categorical__FLAG_OWN_REALTY_N,53.298500061035156
numeric__PREV_NAME_SELLER_INDUSTRY_INDUSTRY_RATE,53.2046012878418
numeric__REG_REGION_NOT_WORK_REGION,52.11940002441406
numeric__BURO_BAL_BB_STATUS_5_RATE_MAX,52.04800033569336
numeric__POS_SK_DPD_MAX,51.734100341796875
numeric__CC_SK_DPD_DEF_MAX,50.3302001953125
categorical__OCCUPATION_TYPE_Medicine staff,50.00410079956055
numeric__FLOORSMIN_MEDI,49.792301177978516
categorical__ORGANIZATION_TYPE_Telecom,48.534400939941406
numeric__CC_AMT_DRAWINGS_POS_CURRENT_MEAN,48.53369903564453
numeric__CC_CNT_DRAWINGS_CURRENT_MIN,48.09299850463867
numeric__missingindicator_BURO_RECORD_COUNT,47.92259979248047
numeric__PREV_NAME_SELLER_INDUSTRY_CLOTHING,47.894901275634766
numeric__PREV_RATE_INTEREST_PRIVILEGED_MAX,47.743099212646484
numeric__BUILDING_FEATURE_AVAILABLE_COUNT,47.450401306152344
categorical__NAME_FAMILY_STATUS_Civil marriage,47.13679885864258
numeric__CHILDREN_RATIO,47.11289978027344
numeric__PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY,46.856201171875
numeric__CC_MONTHS_BALANCE_MIN,46.421199798583984
numeric__PREV_PRODUCT_COMBINATION_CASH STREET: HIGH,46.00859832763672
numeric__AMT_REQ_CREDIT_BUREAU_HOUR,45.800498962402344
numeric__PREV_NAME_GOODS_CATEGORY_HOMEWARES,45.42449951171875
numeric__PREV_NAME_CASH_LOAN_PURPOSE_BUYING A NEW CAR_RATE,45.222999572753906
numeric__missingindicator_DAYS_EMPLOYED,43.715999603271484
numeric__CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,43.60240173339844
numeric__CC_CNT_DRAWINGS_POS_CURRENT_MEAN,43.185699462890625
numeric__PREV_RATE_INTEREST_PRIMARY_SUM,41.975799560546875
numeric__ELEVATORS_MODE,41.887298583984375
numeric__PREV_NAME_GOODS_CATEGORY_SPORT AND LEISURE_RATE,41.2765998840332
numeric__BURO_CNT_CREDIT_PROLONG_MEAN,41.088600158691406
numeric__PREV_NAME_TYPE_SUITE_GROUP OF PEOPLE_RATE,40.83539962768555
numeric__LIVE_REGION_NOT_WORK_REGION,39.78020095825195
numeric__PREV_WEEKDAY_APPR_PROCESS_START_MONDAY,38.24580001831055
categorical__NAME_EDUCATION_TYPE_Lower secondary,38.1953010559082
numeric__PREV_NAME_CONTRACT_STATUS_UNUSED OFFER,37.9536018371582
numeric__PREV_PRODUCT_COMBINATION_CASH STREET: MIDDLE,36.982200622558594
categorical__NAME_HOUSING_TYPE_Municipal apartment,36.58060073852539
"numeric__PREV_NAME_TYPE_SUITE_SPOUSE, PARTNER_RATE",36.487300872802734
numeric__PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY,35.687400817871094
numeric__CC_MONTHS_BALANCE_MAX,35.18960189819336
numeric__BURO_AMT_CREDIT_SUM_LIMIT_MIN,35.17829895019531
numeric__CC_CNT_DRAWINGS_ATM_CURRENT_MAX,34.65190124511719
numeric__missingindicator_NONLIVINGAPARTMENTS_AVG,34.519100189208984
numeric__PREV_CODE_REJECT_REASON_XAP,34.44879913330078
categorical__ORGANIZATION_TYPE_Culture,34.44350051879883
numeric__missingindicator_LIVINGAREA_MODE,34.39120101928711
categorical__WEEKDAY_APPR_PROCESS_START_THURSDAY,33.585601806640625
numeric__PREV_NFLAG_LAST_APPL_IN_DAY_SUM,32.45690155029297
numeric__CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,29.425899505615234
numeric__PREV_CHANNEL_TYPE_STONE,29.043800354003906
numeric__POS_POS_COMPLETION_RATIO_MAX,27.008899688720703
numeric__PREV_AMT_GOODS_PRICE_SUM,25.271400451660156
numeric__BURO_CNT_CREDIT_PROLONG_MAX,23.99799919128418
numeric__PREV_NAME_CLIENT_TYPE_NEW,23.65839958190918
numeric__PREV_NAME_GOODS_CATEGORY_EDUCATION_RATE,0.0
numeric__PREV_NAME_GOODS_CATEGORY_AUTO ACCESSORIES_RATE,0.0
numeric__PREV_NAME_GOODS_CATEGORY_ANIMALS_RATE,0.0
numeric__PREV_NAME_GOODS_CATEGORY_ADDITIONAL SERVICE_RATE,0.0
numeric__PREV_NAME_GOODS_CATEGORY_NAN,0.0
numeric__PREV_NAME_GOODS_CATEGORY_WEAPON_RATE,0.0
numeric__PREV_NAME_GOODS_CATEGORY_VEHICLES_RATE,0.0
numeric__PREV_NAME_GOODS_CATEGORY_TOURISM_RATE,0.0
numeric__PREV_NAME_GOODS_CATEGORY_OTHER_RATE,0.0
numeric__PREV_NAME_GOODS_CATEGORY_OFFICE APPLIANCES_RATE,0.0
numeric__PREV_NAME_GOODS_CATEGORY_ADDITIONAL SERVICE,0.0
numeric__PREV_NAME_CLIENT_TYPE_NAN_RATE,0.0
numeric__PREV_NAME_CLIENT_TYPE_XNA_RATE,0.0
numeric__PREV_NAME_CLIENT_TYPE_NAN,0.0
numeric__PREV_NAME_CLIENT_TYPE_XNA,0.0
numeric__PREV_CODE_REJECT_REASON_VERIF_RATE,0.0
numeric__PREV_CODE_REJECT_REASON_SYSTEM_RATE,0.0
numeric__PREV_CHANNEL_TYPE_CAR DEALER,0.0
numeric__PREV_NAME_PRODUCT_TYPE_NAN_RATE,0.0
numeric__PREV_NAME_PRODUCT_TYPE_NAN,0.0
numeric__PREV_NAME_PORTFOLIO_NAN_RATE,0.0
numeric__PREV_NAME_PORTFOLIO_CARS_RATE,0.0
numeric__PREV_NAME_PORTFOLIO_NAN,0.0
numeric__PREV_NAME_PORTFOLIO_XNA,0.0
numeric__PREV_NAME_PORTFOLIO_CARS,0.0
numeric__PREV_NAME_PORTFOLIO_CARDS,0.0
numeric__PREV_NAME_GOODS_CATEGORY_NAN_RATE,0.0
numeric__PREV_NAME_PAYMENT_TYPE_NAN_RATE,0.0
numeric__PREV_NAME_SELLER_INDUSTRY_AUTO TECHNOLOGY,0.0
numeric__PREV_CHANNEL_TYPE_NAN_RATE,0.0
numeric__PREV_CHANNEL_TYPE_CAR DEALER_RATE,0.0
numeric__PREV_CHANNEL_TYPE_NAN,0.0
numeric__PREV_NAME_TYPE_SUITE_OTHER_B,0.0
numeric__PREV_NAME_TYPE_SUITE_OTHER_A,0.0
numeric__PREV_NAME_TYPE_SUITE_GROUP OF PEOPLE,0.0
numeric__PREV_NAME_TYPE_SUITE_FAMILY,0.0
numeric__PREV_NAME_TYPE_SUITE_CHILDREN,0.0
numeric__PREV_CODE_REJECT_REASON_NAN_RATE,0.0
numeric__PREV_CODE_REJECT_REASON_XNA_RATE,0.0
numeric__PREV_NAME_SELLER_INDUSTRY_TOURISM,0.0
numeric__PREV_NAME_SELLER_INDUSTRY_MLM PARTNERS,0.0
numeric__PREV_NAME_SELLER_INDUSTRY_JEWELRY,0.0
numeric__PREV_NAME_SELLER_INDUSTRY_INDUSTRY,0.0
numeric__PREV_NAME_SELLER_INDUSTRY_CONSTRUCTION,0.0
numeric__PREV_CODE_REJECT_REASON_CLIENT_RATE,0.0
numeric__PREV_CODE_REJECT_REASON_NAN,0.0
numeric__PREV_CODE_REJECT_REASON_XNA,0.0
numeric__PREV_CODE_REJECT_REASON_VERIF,0.0
numeric__PREV_CODE_REJECT_REASON_SYSTEM,0.0
numeric__PREV_CODE_REJECT_REASON_CLIENT,0.0
numeric__PREV_NAME_SELLER_INDUSTRY_MLM PARTNERS_RATE,0.0
numeric__PREV_NAME_SELLER_INDUSTRY_JEWELRY_RATE,0.0
numeric__PREV_NAME_PAYMENT_TYPE_CASHLESS FROM THE ACCOUNT OF THE EMPLOYER_RATE,0.0
numeric__PREV_NAME_PAYMENT_TYPE_NAN,0.0
numeric__PREV_NAME_PAYMENT_TYPE_NON-CASH FROM YOUR ACCOUNT,0.0
numeric__PREV_NAME_PAYMENT_TYPE_CASHLESS FROM THE ACCOUNT OF THE EMPLOYER,0.0
numeric__PREV_NAME_CONTRACT_STATUS_NAN_RATE,0.0
numeric__PREV_NAME_CONTRACT_STATUS_NAN,0.0
numeric__PREV_NAME_SELLER_INDUSTRY_NAN,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_JOURNEY_RATE,0.0
numeric__PREV_PRODUCT_COMBINATION_POS HOUSEHOLD WITHOUT INTEREST,0.0
numeric__PREV_PRODUCT_COMBINATION_CASH STREET: LOW,0.0
numeric__PREV_NAME_YIELD_GROUP_NAN_RATE,0.0
numeric__PREV_NAME_YIELD_GROUP_NAN,0.0
numeric__PREV_NAME_SELLER_INDUSTRY_NAN_RATE,0.0
numeric__PREV_NAME_SELLER_INDUSTRY_TOURISM_RATE,0.0
numeric__PREV_PRODUCT_COMBINATION_NAN,0.0
numeric__PREV_PRODUCT_COMBINATION_POS OTHERS WITHOUT INTEREST,0.0
numeric__PREV_PRODUCT_COMBINATION_POS OTHER WITH INTEREST,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_NAN_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_WEDDING / GIFT / HOLIDAY_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_URGENT NEEDS_RATE,0.0
numeric__PREV_NAME_CASH_LOAN_PURPOSE_REFUSAL TO NAME THE GOAL_RATE,0.0
