transformed_feature,gain_importance
numeric__PREV_RATE_DOWN_PAYMENT_MIN,413.9152011871338
numeric__PREV_PRODUCT_COMBINATION_CASH STREET: HIGH_RATE,412.4372024536133
numeric__BURO_BAL_BB_STATUS_0_RATE_MAX,411.36870193481445
numeric__BURO_BAL_BB_MONTHS_BALANCE_MEAN_MAX,409.20040130615234
numeric__BASEMENTAREA_MEDI,406.73909759521484
numeric__PREV_PRODUCT_COMBINATION_CARD STREET_RATE,405.11920166015625
numeric__PREV_CODE_REJECT_REASON_LIMIT_RATE,402.4472007751465
numeric__PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY,401.58829498291016
numeric__CC_AMT_BALANCE_MEAN,401.17270278930664
numeric__PREV_NAME_TYPE_SUITE_UNACCOMPANIED,400.75030517578125
numeric__BUILDING_FEATURE_MISSING_COUNT,399.5141010284424
numeric__PREV_NAME_PRODUCT_TYPE_WALK-IN,398.31369400024414
numeric__BURO_BAL_BB_STATUS_1_MEAN,397.39719581604004
numeric__BURO_BAL_BB_BAD_STATUS_COUNT_MEAN,396.575496673584
numeric__POS_STATUS_SIGNED_RATE,395.5865001678467
numeric__BURO_AMT_CREDIT_SUM_OVERDUE_SUM,394.90509605407715
numeric__CC_MONTHS_BALANCE_SUM,384.9305992126465
numeric__CC_CNT_DRAWINGS_POS_CURRENT_MAX,384.12630462646484
numeric__FLAG_EMP_PHONE,383.68450927734375
numeric__LANDAREA_MEDI,382.5547981262207
numeric__missingindicator_BURO_BURO_DEBT_CREDIT_RATIO_MEAN,381.2409973144531
numeric__PREV_NAME_PORTFOLIO_CASH_RATE,380.8790988922119
numeric__BURO_ACTIVE_SOLD_RATE,380.87199783325195
numeric__CC_AMT_DRAWINGS_POS_CURRENT_SUM,379.1857967376709
numeric__CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,377.27349853515625
numeric__BUREAU_REQUEST_RECENT_TO_YEAR_RATIO,374.0383987426758
numeric__REGION_RATING_CLIENT,371.8128967285156
numeric__PREV_PRODUCT_COMBINATION_POS HOUSEHOLD WITH INTEREST_RATE,370.50829887390137
numeric__PREV_NAME_GOODS_CATEGORY_CLOTHING AND ACCESSORIES_RATE,367.1771011352539
numeric__PREV_NAME_PAYMENT_TYPE_CASH THROUGH THE BANK,366.9542007446289
numeric__FLOORSMAX_AVG,363.77610778808594
numeric__PREV_NAME_YIELD_GROUP_LOW_ACTION,363.1427879333496
numeric__PREV_NAME_PAYMENT_TYPE_CASH THROUGH THE BANK_RATE,358.8474922180176
numeric__PREV_PRODUCT_COMBINATION_POS MOBILE WITHOUT INTEREST_RATE,357.51240158081055
numeric__BURO_TYPE_CREDIT CARD,350.5886039733887
numeric__PREV_CHANNEL_TYPE_REGIONAL / LOCAL,349.3389015197754
numeric__DEF_30_CNT_SOCIAL_CIRCLE,349.3119125366211
numeric__BURO_RECORD_COUNT,348.627498626709
numeric__YEARS_BUILD_AVG,339.1783027648926
numeric__CC_CC_UTILIZATION_RATIO_SUM,339.1040916442871
numeric__POS_SK_DPD_MEAN,335.6975975036621
numeric__missingindicator_BURO_BURO_DEBT_CREDIT_RATIO_MAX,333.64600372314453
numeric__NONLIVINGAPARTMENTS_AVG,332.75929832458496
numeric__PREV_NAME_CONTRACT_TYPE_CONSUMER LOANS_RATE,328.16390228271484
numeric__ENTRANCES_MODE,327.6128978729248
numeric__BURO_BAL_BB_STATUS_X_MAX,326.28279876708984
numeric__PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_RATE,325.06079483032227
numeric__PREV_NAME_GOODS_CATEGORY_CONSUMER ELECTRONICS_RATE,323.05640029907227
numeric__PREV_DAYS_FIRST_DRAWING_SUM,323.03809356689453
numeric__INST_INST_UNDERPAYMENT_FLAG_SUM,322.8621025085449
numeric__PREV_NAME_CONTRACT_TYPE_CASH LOANS_RATE,322.8089027404785
numeric__PREV_NAME_GOODS_CATEGORY_MOBILE,322.65949630737305
numeric__PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_RATE,322.49639320373535
numeric__PREV_NAME_YIELD_GROUP_LOW_NORMAL,319.4377975463867
numeric__PREV_NAME_YIELD_GROUP_MIDDLE_RATE,316.9099006652832
numeric__CC_AMT_RECEIVABLE_PRINCIPAL_MAX,311.7494010925293
numeric__PREV_NAME_GOODS_CATEGORY_COMPUTERS_RATE,309.8073959350586
numeric__BURO_BAL_BB_MONTHS_BALANCE_MAX_SUM,308.70849990844727
numeric__CC_AMT_RECIVABLE_MEAN,299.0685005187988
numeric__CC_SK_DPD_MEAN,295.6929016113281
numeric__PREV_NAME_SELLER_INDUSTRY_CONSTRUCTION_RATE,294.5163993835449
numeric__POS_STATUS_RETURNED TO THE STORE_RATE,292.54089546203613
numeric__CC_AMT_INST_MIN_REGULARITY_SUM,291.45269775390625
numeric__PREV_NAME_SELLER_INDUSTRY_CONSUMER ELECTRONICS_RATE,291.39709854125977
numeric__CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,290.72019958496094
numeric__BURO_BAL_BB_MONTHS_BALANCE_MEAN_SUM,286.697998046875
numeric__PREV_NAME_PORTFOLIO_POS,286.57550048828125
numeric__PREV_NAME_YIELD_GROUP_XNA,285.8818016052246
numeric__PREV_CHANNEL_TYPE_COUNTRY-WIDE,285.8631019592285
numeric__IS_WEEKEND_APPLICATION,285.7858009338379
numeric__BURO_BURO_DEBT_CREDIT_RATIO_MIN,285.7638931274414
numeric__PREV_PRODUCT_COMBINATION_CARD X-SELL_RATE,281.5810012817383
numeric__PREV_NAME_CLIENT_TYPE_REPEATER_RATE,277.64879608154297
numeric__COMMONAREA_MEDI,277.29690170288086
numeric__PREV_NAME_CONTRACT_TYPE_REVOLVING LOANS_RATE,277.2386016845703
numeric__PREV_NAME_GOODS_CATEGORY_XNA_RATE,273.3636054992676
numeric__CNT_FAM_MEMBERS,269.085205078125
numeric__PREV_CHANNEL_TYPE_STONE_RATE,267.6297969818115
numeric__BURO_BAL_BB_STATUS_1_RATE_MAX,260.7442970275879
numeric__CC_CC_PAYMENT_MIN_RATIO_MIN,256.508996963501
numeric__CC_RECORD_COUNT,249.88890075683594
numeric__PREV_NAME_SELLER_INDUSTRY_FURNITURE,248.75370407104492
numeric__CC_AMT_DRAWINGS_ATM_CURRENT_MAX,248.69200134277344
numeric__PREV_PRODUCT_COMBINATION_CASH X-SELL: MIDDLE,248.23600387573242
numeric__CC_CC_UTILIZATION_RATIO_MIN,247.02140045166016
numeric__PREV_NAME_CONTRACT_STATUS_APPROVED,245.39979553222656
numeric__CC_AMT_DRAWINGS_POS_CURRENT_MEAN,243.74320030212402
numeric__BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,238.1275978088379
categorical__ORGANIZATION_TYPE_infrequent_sklearn,236.49099731445312
"numeric__PREV_NAME_TYPE_SUITE_SPOUSE, PARTNER_RATE",229.40830421447754
numeric__CC_AMT_TOTAL_RECEIVABLE_MAX,227.52770233154297
numeric__PREV_AMT_GOODS_PRICE_SUM,225.18519973754883
numeric__POS_CNT_INSTALMENT_MIN,223.14629936218262
numeric__CC_AMT_RECIVABLE_MIN,221.48710250854492
numeric__PREV_PRODUCT_COMBINATION_POS MOBILE WITH INTEREST,221.24589920043945
numeric__PREV_CHANNEL_TYPE_CREDIT AND CASH OFFICES,216.18889999389648
numeric__CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,212.14219665527344
numeric__ADDRESS_MISMATCH_COUNT,210.79840278625488
numeric__PREV_CODE_REJECT_REASON_SCOFR_RATE,197.20199966430664
numeric__PREV_NAME_PORTFOLIO_CARDS_RATE,194.30280303955078
numeric__PREV_NAME_GOODS_CATEGORY_AUDIO/VIDEO_RATE,192.99309921264648
categorical__OCCUPATION_TYPE_Low-skill Laborers,191.48749923706055
numeric__PREV_NAME_GOODS_CATEGORY_CONSUMER ELECTRONICS,189.87919998168945
numeric__missingindicator_DAYS_EMPLOYED,183.96320724487305
numeric__PREV_NAME_SELLER_INDUSTRY_CONNECTIVITY,179.29880142211914
numeric__PREV_CODE_REJECT_REASON_XAP,178.52910232543945
numeric__DEF_60_CNT_SOCIAL_CIRCLE,178.4458999633789
numeric__POS_SK_DPD_MIN,178.0968017578125
numeric__POS_SK_DPD_SUM,176.81710052490234
numeric__missingindicator_BURO_AMT_CREDIT_SUM_LIMIT_MAX,175.70690155029297
numeric__PREV_NAME_CASH_LOAN_PURPOSE_OTHER_RATE,171.6066017150879
numeric__BUILDING_FEATURE_AVAILABLE_COUNT,170.9286003112793
numeric__BURO_AMT_ANNUITY_SUM,169.19020080566406
numeric__PREV_NAME_CASH_LOAN_PURPOSE_XNA,168.7681007385254
numeric__PREV_NAME_CONTRACT_STATUS_CANCELED,168.62980270385742
numeric__PREV_CODE_REJECT_REASON_HC,168.6261978149414
numeric__PREV_NAME_CASH_LOAN_PURPOSE_REPAIRS_RATE,167.50090408325195
numeric__PREV_PRODUCT_COMBINATION_CARD STREET,166.73819732666016
categorical__NAME_INCOME_TYPE_Commercial associate,164.36890411376953
numeric__PREV_PRODUCT_COMBINATION_CASH STREET: MIDDLE_RATE,161.55830001831055
numeric__AMT_REQ_CREDIT_BUREAU_MON,161.3433017730713
categorical__NAME_EDUCATION_TYPE_infrequent_sklearn,160.05739784240723
numeric__AMT_REQ_CREDIT_BUREAU_YEAR,159.10090255737305
numeric__PREV_NAME_GOODS_CATEGORY_DIRECT SALES_RATE,158.5113983154297
numeric__PREV_NAME_PRODUCT_TYPE_X-SELL,158.21210098266602
numeric__CC_AMT_PAYMENT_CURRENT_MAX,158.13249969482422
numeric__PREV_PRODUCT_COMBINATION_CASH X-SELL: LOW,157.76070022583008
"numeric__PREV_NAME_TYPE_SUITE_SPOUSE, PARTNER",157.58380126953125
numeric__missingindicator_PREV_NAME_CONTRACT_STATUS_REFUSED_RATE,156.93230056762695
numeric__CC_CNT_DRAWINGS_POS_CURRENT_SUM,155.69760131835938
numeric__BURO_BAL_BB_STATUS_1_RATE_SUM,155.24729919433594
numeric__CC_CNT_DRAWINGS_POS_CURRENT_MIN,149.8719024658203
numeric__PREV_NFLAG_INSURED_ON_APPROVAL_SUM,148.33659744262695
numeric__PREV_NAME_CLIENT_TYPE_NEW,147.9657039642334
numeric__FLOORSMIN_AVG,147.07390022277832
numeric__PREV_NAME_GOODS_CATEGORY_XNA,143.6916046142578
numeric__PREV_NAME_SELLER_INDUSTRY_CLOTHING_RATE,141.55289840698242
numeric__CC_MONTHS_BALANCE_MIN,141.385498046875
numeric__PREV_NAME_SELLER_INDUSTRY_CONSUMER ELECTRONICS,139.07550048828125
numeric__CC_STATUS_COMPLETED_RATE,135.96559524536133
numeric__PREV_NAME_PRODUCT_TYPE_XNA,133.07530212402344
numeric__PREV_NAME_TYPE_SUITE_OTHER_B_RATE,131.49029922485352
numeric__PREV_NAME_CONTRACT_TYPE_CONSUMER LOANS,129.24659729003906
numeric__CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,127.49240112304688
numeric__PREV_NAME_GOODS_CATEGORY_SPORT AND LEISURE,125.74989700317383
numeric__BURO_BAL_BB_STATUS_X_RATE_MAX,125.42909812927246
numeric__PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY,119.79460144042969
categorical__OCCUPATION_TYPE_Security staff,116.89259719848633
categorical__ORGANIZATION_TYPE_Kindergarten,113.23839569091797
numeric__PREV_NAME_GOODS_CATEGORY_MEDICINE,112.24449920654297
numeric__PREV_WEEKDAY_APPR_PROCESS_START_MONDAY,112.13959503173828
numeric__PREV_NAME_CLIENT_TYPE_REPEATER,111.87199783325195
numeric__CC_AMT_DRAWINGS_POS_CURRENT_MAX,111.00030136108398
numeric__PREV_NAME_CLIENT_TYPE_REFRESHED,110.76580047607422
numeric__BURO_BURO_OVERDUE_CREDIT_RATIO_MEAN,110.59320068359375
numeric__PREV_NAME_TYPE_SUITE_OTHER_A_RATE,109.6974983215332
numeric__POS_STATUS_APPROVED,107.6942024230957
numeric__missingindicator_AMT_REQ_CREDIT_BUREAU_QRT,104.23029708862305
numeric__PREV_PRODUCT_COMBINATION_POS INDUSTRY WITH INTEREST,103.81719970703125
numeric__BURO_CREDIT_TYPE_NUNIQUE,102.71850204467773
numeric__CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,102.44879913330078
numeric__CC_AMT_BALANCE_MIN,102.43099975585938
numeric__ELEVATORS_MODE,101.79610061645508
numeric__BURO_AMT_ANNUITY_MIN,101.6952018737793
numeric__BURO_BAL_BB_STATUS_1_SUM,101.57460021972656
numeric__BURO_BAL_BB_STATUS_2_MEAN,100.0969009399414
numeric__PREV_PRODUCT_COMBINATION_POS OTHER WITH INTEREST_RATE,99.6885986328125
numeric__BURO_BAL_BB_STATUS_2_RATE_SUM,99.5468978881836
numeric__CC_AMT_INST_MIN_REGULARITY_MAX,98.32680130004883
numeric__CC_AMT_BALANCE_SUM,98.24539947509766
numeric__BURO_BAL_BB_STATUS_1_MAX,95.49720001220703
numeric__PREV_NAME_GOODS_CATEGORY_MEDICAL SUPPLIES_RATE,95.49489974975586
categorical__ORGANIZATION_TYPE_Trade: type 7,94.97990036010742
numeric__PREV_NAME_SELLER_INDUSTRY_AUTO TECHNOLOGY_RATE,94.51169967651367
numeric__PREV_PRODUCT_COMBINATION_POS INDUSTRY WITHOUT INTEREST,93.74079895019531
numeric__FLAG_PHONE,93.6890983581543
numeric__PREV_NAME_PAYMENT_TYPE_NON-CASH FROM YOUR ACCOUNT_RATE,93.43149948120117
numeric__CC_AMT_TOTAL_RECEIVABLE_MEAN,92.71160125732422
numeric__CC_SK_DPD_DEF_MEAN,91.2843017578125
numeric__PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY,90.0624008178711
numeric__CHILDREN_RATIO,89.59749984741211
numeric__PREV_PRODUCT_COMBINATION_POS HOUSEHOLD WITH INTEREST,89.10910034179688
numeric__CC_AMT_DRAWINGS_CURRENT_MAX,88.84320068359375
numeric__CC_AMT_INST_MIN_REGULARITY_MEAN,88.310302734375
numeric__CC_SK_DPD_SUM,87.81699752807617
categorical__WEEKDAY_APPR_PROCESS_START_MONDAY,87.50609970092773
numeric__PREV_NAME_CONTRACT_STATUS_UNUSED OFFER,87.19419860839844
numeric__CC_SK_DPD_MAX,87.0
numeric__CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,85.85900115966797
categorical__OCCUPATION_TYPE_High skill tech staff,83.46389770507812
numeric__PREV_CHANNEL_TYPE_AP+ (CASH LOAN),82.78229904174805
numeric__PREV_RATE_INTEREST_PRIVILEGED_SUM,81.86949920654297
numeric__NONLIVINGAPARTMENTS_MEDI,81.82830047607422
numeric__CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,79.2622013092041
numeric__POS_POS_COMPLETION_RATIO_MAX,79.23529815673828
numeric__PREV_CHANNEL_TYPE_CONTACT CENTER,78.33570098876953
numeric__FLOORSMIN_MODE,75.86899948120117
numeric__BURO_AMT_CREDIT_MAX_OVERDUE_MIN,75.0443000793457
numeric__PREV_NAME_GOODS_CATEGORY_SPORT AND LEISURE_RATE,74.74129867553711
numeric__POS_SK_DPD_MAX,73.03179931640625
numeric__PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY,70.97149848937988
numeric__CC_CNT_DRAWINGS_ATM_CURRENT_MAX,70.3583984375
numeric__BURO_TYPE_CAR LOAN,62.65060234069824
numeric__missingindicator_BURO_DAYS_CREDIT_ENDDATE_MAX,61.818599700927734
numeric__PREV_CODE_REJECT_REASON_LIMIT,61.807498931884766
categorical__NAME_FAMILY_STATUS_Civil marriage,59.42959976196289
categorical__NAME_HOUSING_TYPE_With parents,59.15370178222656
numeric__PREV_NAME_CONTRACT_STATUS_UNUSED OFFER_RATE,56.03390121459961
categorical__ORGANIZATION_TYPE_Business Entity Type 2,56.031700134277344
numeric__CC_AMT_PAYMENT_CURRENT_MIN,55.04949951171875
numeric__missingindicator_BASEMENTAREA_MEDI,54.58039855957031
numeric__PREV_NAME_CASH_LOAN_PURPOSE_XAP,53.04560089111328
numeric__CC_STATUS_COMPLETED,51.49140167236328
numeric__ENTRANCES_MEDI,51.3046989440918
numeric__CC_SK_DPD_DEF_MAX,50.70790100097656
numeric__AMT_REQ_CREDIT_BUREAU_DAY,50.692100524902344
numeric__PREV_NAME_PAYMENT_TYPE_XNA,50.5880012512207
numeric__missingindicator_ENTRANCES_AVG,50.43339920043945
categorical__OCCUPATION_TYPE_Medicine staff,49.69380187988281
numeric__PREV_NAME_GOODS_CATEGORY_FURNITURE,49.26679992675781
numeric__CC_CNT_INSTALMENT_MATURE_CUM_MAX,49.11090087890625
numeric__PREV_RATE_INTEREST_PRIMARY_SUM,48.9995002746582
numeric__CC_CNT_DRAWINGS_POS_CURRENT_MEAN,48.91230010986328
numeric__PREV_RATE_INTEREST_PRIVILEGED_MAX,48.82630157470703
numeric__BUREAU_REQUEST_RECENT,47.994300842285156
numeric__BURO_BAL_BB_BAD_STATUS_COUNT_MAX,47.88639831542969
numeric__CC_AMT_RECIVABLE_SUM,44.996498107910156
numeric__CC_MONTHS_BALANCE_MEAN,44.867401123046875
numeric__PREV_NAME_SELLER_INDUSTRY_XNA,44.76100158691406
numeric__PREV_NAME_GOODS_CATEGORY_AUTO ACCESSORIES,43.84469985961914
categorical__WEEKDAY_APPR_PROCESS_START_WEDNESDAY,43.300201416015625
categorical__WEEKDAY_APPR_PROCESS_START_THURSDAY,42.923500061035156
numeric__PREV_NAME_TYPE_SUITE_GROUP OF PEOPLE_RATE,42.473201751708984
numeric__FLOORSMIN_MEDI,42.034000396728516
numeric__BURO_CNT_CREDIT_PROLONG_MEAN,42.0275993347168
numeric__missingindicator_NONLIVINGAREA_AVG,41.97679901123047
numeric__missingindicator_LANDAREA_AVG,41.719398498535156
categorical__NAME_FAMILY_STATUS_Separated,41.56489944458008
numeric__PREV_NAME_GOODS_CATEGORY_PHOTO / CINEMA EQUIPMENT,40.38199996948242
numeric__missingindicator_NONLIVINGAREA_MODE,38.62379837036133
numeric__BURO_BAL_BB_MONTHS_BALANCE_MAX_MAX,38.311798095703125
numeric__PREV_NAME_GOODS_CATEGORY_AUDIO/VIDEO,37.4099006652832
numeric__PREV_NFLAG_LAST_APPL_IN_DAY_SUM,36.88140106201172
numeric__PREV_PRODUCT_COMBINATION_CASH STREET: MIDDLE,36.029998779296875
numeric__missingindicator_BURO_AMT_CREDIT_MAX_OVERDUE_MAX,35.487098693847656
numeric__PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY,33.990501403808594
numeric__missingindicator_YEARS_BUILD_MODE,33.37120056152344
categorical__WEEKDAY_APPR_PROCESS_START_TUESDAY,31.846399307250977
numeric__CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,27.912200927734375
categorical__NAME_TYPE_SUITE_Family,27.486499786376953
categorical__OCCUPATION_TYPE_Laborers,24.654199600219727
numeric__PREV_CHANNEL_TYPE_STONE,0.0
numeric__BURO_CNT_CREDIT_PROLONG_MAX,0.0
numeric__missingindicator_EXT_SOURCE_MEAN,0.0
numeric__missingindicator_EXT_SOURCE_MIN,0.0
numeric__missingindicator_CREDIT_TERM_APPROX,0.0
numeric__missingindicator_EXT_SOURCE_MAX,0.0
numeric__missingindicator_INST_INST_LATE_PAYMENT_FLAG_MEAN,0.0
numeric__missingindicator_GOODS_CREDIT_RATIO,0.0
numeric__missingindicator_PREV_DAYS_LAST_DUE_1ST_VERSION_MAX,0.0
numeric__missingindicator_PREV_PREV_CREDIT_APPLICATION_RATIO_MEAN,0.0
numeric__missingindicator_AMT_ANNUITY,0.0
numeric__missingindicator_CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,0.0
numeric__missingindicator_INST_AMT_PAYMENT_SUM,0.0
numeric__missingindicator_AMT_GOODS_PRICE,0.0
numeric__missingindicator_EMPLOYMENT_AGE_RATIO,0.0
numeric__missingindicator_EMPLOYED_YEARS,0.0
numeric__missingindicator_ANNUITY_INCOME_RATIO,0.0
numeric__missingindicator_POS_POS_COMPLETION_RATIO_SUM,0.0
numeric__missingindicator_INST_AMT_PAYMENT_MEAN,0.0
numeric__missingindicator_CC_CC_UTILIZATION_RATIO_MAX,0.0
numeric__missingindicator_EXT_SOURCE_2,0.0
numeric__missingindicator_ANNUITY_PER_PERSON,0.0
numeric__missingindicator_PREV_DAYS_LAST_DUE_MAX,0.0
numeric__missingindicator_PREV_DAYS_LAST_DUE_1ST_VERSION_SUM,0.0
numeric__missingindicator_INST_INST_PAYMENT_DIFF_MEAN,0.0
numeric__missingindicator_INST_AMT_PAYMENT_MIN,0.0
numeric__missingindicator_CC_CNT_DRAWINGS_CURRENT_MEAN,0.0
numeric__missingindicator_CC_CC_UTILIZATION_RATIO_MEAN,0.0
numeric__missingindicator_POS_POS_COMPLETION_RATIO_MEAN,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_MAX,0.0
numeric__missingindicator_POS_MONTHS_BALANCE_MAX,0.0
numeric__missingindicator_INST_INST_PAYMENT_DELAY_MAX,0.0
numeric__missingindicator_PREV_NAME_YIELD_GROUP_LOW_ACTION_RATE,0.0
numeric__missingindicator_CC_CC_DRAWING_LIMIT_RATIO_MEAN,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_SUM,0.0
numeric__missingindicator_CREDIT_PER_PERSON,0.0
numeric__missingindicator_PREV_CNT_PAYMENT_MEAN,0.0
numeric__missingindicator_PREV_PREV_CREDIT_APPLICATION_RATIO_MAX,0.0
numeric__missingindicator_PREV_AMT_DOWN_PAYMENT_SUM,0.0
numeric__missingindicator_PREV_PRODUCT_COMBINATION_CASH X-SELL: LOW_RATE,0.0
numeric__missingindicator_BURO_TYPE_MORTGAGE_RATE,0.0
numeric__missingindicator_POS_CNT_INSTALMENT_FUTURE_MEAN,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_SUM,0.0
numeric__missingindicator_INST_NUM_INSTALMENT_VERSION_MEAN,0.0
numeric__missingindicator_INST_INST_PAYMENT_RATIO_MEAN,0.0
numeric__missingindicator_BURO_BURO_DEBT_CREDIT_RATIO_SUM,0.0
numeric__missingindicator_INST_AMT_INSTALMENT_SUM,0.0
numeric__missingindicator_POS_SK_DPD_DEF_MEAN,0.0
numeric__missingindicator_INST_INST_PAYMENT_DIFF_SUM,0.0
numeric__missingindicator_PREV_AMT_ANNUITY_MEAN,0.0
numeric__missingindicator_PREV_CODE_REJECT_REASON_XAP_RATE,0.0
numeric__missingindicator_INST_INST_PAYMENT_DELAY_SUM,0.0
numeric__missingindicator_PREV_DAYS_TERMINATION_MAX,0.0
numeric__missingindicator_INST_NUM_INSTALMENT_VERSION_SUM,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_MAX,0.0
numeric__missingindicator_INST_DAYS_INSTALMENT_MIN,0.0
numeric__missingindicator_INST_AMT_INSTALMENT_MIN,0.0
numeric__missingindicator_BURO_AMT_CREDIT_MAX_OVERDUE_SUM,0.0
numeric__missingindicator_PREV_NAME_CONTRACT_STATUS_APPROVED_RATE,0.0
numeric__missingindicator_INST_INST_UNDERPAYMENT_FLAG_MEAN,0.0
numeric__missingindicator_BURO_DAYS_ENDDATE_FACT_MEAN,0.0
numeric__missingindicator_PREV_AMT_ANNUITY_MIN,0.0
numeric__missingindicator_PREV_NAME_YIELD_GROUP_HIGH_RATE,0.0
numeric__missingindicator_BURO_DAYS_ENDDATE_FACT_SUM,0.0
numeric__missingindicator_SOCIAL_DEFAULT_RATIO_60,0.0
numeric__missingindicator_INST_DAYS_ENTRY_PAYMENT_MIN,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_MIN,0.0
numeric__missingindicator_DAYS_LAST_PHONE_CHANGE,0.0
numeric__missingindicator_PREV_PRODUCT_COMBINATION_POS INDUSTRY WITH INTEREST_RATE,0.0
numeric__missingindicator_PREV_CNT_PAYMENT_MAX,0.0
numeric__missingindicator_PREV_NAME_PRODUCT_TYPE_WALK-IN_RATE,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_MEAN,0.0
numeric__missingindicator_BURO_TYPE_MICROLOAN_RATE,0.0
numeric__missingindicator_EXT_SOURCE_STD,0.0
numeric__missingindicator_INST_DAYS_ENTRY_PAYMENT_MAX,0.0
numeric__missingindicator_INST_NUM_INSTALMENT_NUMBER_MAX,0.0
numeric__missingindicator_PHONE_CHANGE_AGE_RATIO,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_MIN,0.0
numeric__missingindicator_PREV_AMT_DOWN_PAYMENT_MAX,0.0
numeric__missingindicator_BURO_BURO_ENDDATE_CREDIT_GAP_MAX,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_ENDDATE_SUM,0.0
numeric__missingindicator_BURO_BURO_ENDDATE_CREDIT_GAP_MIN,0.0
numeric__missingindicator_BURO_AMT_CREDIT_SUM_DEBT_MEAN,0.0
numeric__missingindicator_PREV_SELLERPLACE_AREA_MEAN,0.0
numeric__missingindicator_INST_INST_PAYMENT_DELAY_MIN,0.0
numeric__missingindicator_POS_MONTHS_BALANCE_SUM,0.0
numeric__missingindicator_SOCIAL_DEFAULT_RATIO_30,0.0
numeric__missingindicator_PREV_NAME_YIELD_GROUP_LOW_NORMAL_RATE,0.0
numeric__missingindicator_PREV_AMT_DOWN_PAYMENT_MEAN,0.0
numeric__missingindicator_INST_INST_PAYMENT_DIFF_MAX,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_MEAN,0.0
numeric__missingindicator_PREV_PREV_CREDIT_APPLICATION_RATIO_MIN,0.0
numeric__missingindicator_POS_SK_DPD_DEF_MAX,0.0
numeric__missingindicator_PREV_DAYS_FIRST_DRAWING_MAX,0.0
numeric__missingindicator_INST_DAYS_INSTALMENT_MEAN,0.0
numeric__missingindicator_PREV_AMT_APPLICATION_SUM,0.0
numeric__missingindicator_CC_CC_PAYMENT_MIN_RATIO_SUM,0.0
numeric__missingindicator_SOCIAL_DEFAULT_TOTAL,0.0
numeric__missingindicator_BUILDING_FEATURE_MEAN,0.0
numeric__missingindicator_PREV_SELLERPLACE_AREA_MAX,0.0
numeric__missingindicator_POS_MONTHS_BALANCE_MEAN,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_UPDATE_MEAN,0.0
numeric__missingindicator_PREV_AMT_ANNUITY_MAX,0.0
numeric__missingindicator_BURO_BAL_BB_STATUS_C_RATE_MAX,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_ENDDATE_MEAN,0.0
numeric__missingindicator_PHONE_CHANGE_YEARS,0.0
numeric__missingindicator_PREV_SELLERPLACE_AREA_SUM,0.0
numeric__missingindicator_PREV_AMT_ANNUITY_SUM,0.0
numeric__missingindicator_INST_DAYS_ENTRY_PAYMENT_MEAN,0.0
numeric__missingindicator_PREV_DAYS_LAST_DUE_1ST_VERSION_MEAN,0.0
numeric__missingindicator_INST_AMT_PAYMENT_MAX,0.0
numeric__missingindicator_CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,0.0
numeric__missingindicator_CC_CNT_DRAWINGS_CURRENT_MAX,0.0
numeric__missingindicator_INST_INST_PAYMENT_RATIO_SUM,0.0
numeric__missingindicator_INST_INST_PAYMENT_DELAY_MEAN,0.0
numeric__missingindicator_PREV_CHANNEL_TYPE_CHANNEL OF CORPORATE SALES_RATE,0.0
numeric__missingindicator_BURO_TYPE_MICROLOAN,0.0
numeric__missingindicator_BURO_DAYS_CREDIT_UPDATE_MAX,0.0
numeric__missingindicator_INST_AMT_INSTALMENT_MAX,0.0
numeric__missingindicator_PREV_DAYS_FIRST_DUE_MAX,0.0
numeric__missingindicator_PREV_AMT_GOODS_PRICE_MIN,0.0
numeric__missingindicator_PREV_PREV_ANNUITY_CREDIT_RATIO_MIN,0.0
numeric__missingindicator_POS_CNT_INSTALMENT_MAX,0.0
