source_column,total_gain,max_gain,transformed_feature_count,positive_transformed_feature_count,source_column_exists
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,665.5685958862305,665.5685958862305,2,1,True
BURO_TYPE_CREDIT CARD,642.5475006103516,642.5475006103516,2,1,True
PREV_PRODUCT_COMBINATION_CASH STREET: HIGH_RATE,632.5046005249023,632.5046005249023,2,1,True
ELEVATORS_AVG,624.5486946105957,547.4450950622559,2,2,True
PREV_RATE_DOWN_PAYMENT_MEAN,621.8583030700684,621.8583030700684,2,1,True
PREV_NAME_CLIENT_TYPE_REFRESHED_RATE,612.5994987487793,612.5994987487793,2,1,True
CC_AMT_PAYMENT_CURRENT_MEAN,608.410099029541,608.410099029541,2,1,True
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,602.4739990234375,602.4739990234375,2,1,True
BURO_BAL_BB_STATUS_X_RATE_SUM,599.5817070007324,599.5817070007324,2,1,True
NONLIVINGAPARTMENTS_MODE,595.1475028991699,595.1475028991699,2,1,True
PREV_HOUR_APPR_PROCESS_START_SUM,590.7033996582031,590.7033996582031,2,1,True
BURO_ACTIVE_CLOSED,583.2334899902344,583.2334899902344,2,1,True
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_RATE,579.0166969299316,579.0166969299316,2,1,True
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY,578.8111038208008,578.8111038208008,2,1,True
PREV_NAME_GOODS_CATEGORY_MOBILE_RATE,574.3872947692871,574.3872947692871,2,1,True
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,573.2536029815674,573.2536029815674,2,1,True
PREV_NAME_CONTRACT_STATUS_APPROVED,571.1725845336914,571.1725845336914,2,1,True
PREV_PRODUCT_COMBINATION_POS MOBILE WITH INTEREST_RATE,570.9525051116943,570.9525051116943,2,1,True
BURO_ACTIVE_ACTIVE_RATE,570.7795028686523,570.7795028686523,2,1,True
BURO_BAL_BB_MONTHS_BALANCE_MIN_MEAN,569.4444980621338,569.4444980621338,2,1,True
BURO_BAL_BB_STATUS_X_RATE_MEAN,566.8940944671631,566.8940944671631,2,1,True
BURO_BAL_BB_MONTHS_BALANCE_MEAN_MEAN,565.9709014892578,565.9709014892578,2,1,True
ENTRANCES_AVG,565.1540050506592,565.1540050506592,2,1,True
PREV_NFLAG_INSURED_ON_APPROVAL_MEAN,557.615104675293,557.615104675293,2,1,True
LANDAREA_MODE,554.7815017700195,554.7815017700195,2,1,True
BURO_BAL_BB_STATUS_C_MEAN,554.4142990112305,554.4142990112305,2,1,True
PREV_NAME_SELLER_INDUSTRY_CONSTRUCTION_RATE,553.7635917663574,553.7635917663574,2,1,True
POS_CNT_INSTALMENT_MIN,553.6562957763672,553.6562957763672,2,1,True
PREV_DAYS_LAST_DUE_1ST_VERSION_MIN,552.9634037017822,552.9634037017822,2,1,True
PREV_CODE_REJECT_REASON_SCO_RATE,548.0480003356934,548.0480003356934,2,1,True
BURO_BAL_BB_STATUS_0_RATE_SUM,545.9056015014648,545.9056015014648,2,1,True
BURO_BAL_BB_MONTHS_BALANCE_MIN_SUM,539.3474922180176,539.3474922180176,2,1,True
CC_AMT_PAYMENT_CURRENT_SUM,531.8071937561035,531.8071937561035,2,1,True
INST_INST_UNDERPAYMENT_FLAG_SUM,527.7570037841797,527.7570037841797,2,1,True
BURO_BAL_BB_STATUS_C_MAX,527.3772029876709,527.3772029876709,2,1,True
PREV_NAME_PORTFOLIO_CARDS_RATE,515.0151042938232,515.0151042938232,2,1,True
PREV_NAME_PRODUCT_TYPE_WALK-IN,513.8188972473145,513.8188972473145,2,1,True
PREV_AMT_DOWN_PAYMENT_MIN,513.3830947875977,513.3830947875977,2,1,True
CC_CC_UTILIZATION_RATIO_SUM,511.55530166625977,511.55530166625977,2,1,True
PREV_CHANNEL_TYPE_REGIONAL / LOCAL_RATE,510.590898513794,510.590898513794,2,1,True
PREV_CHANNEL_TYPE_CONTACT CENTER_RATE,505.6235027313232,505.6235027313232,2,1,True
LIVINGAREA_MEDI,505.3055000305176,505.3055000305176,2,1,True
PREV_PREV_DOWN_PAYMENT_APPLICATION_RATIO_MIN,498.72440338134766,498.72440338134766,2,1,True
YEARS_BUILD_MEDI,497.7887992858887,497.7887992858887,2,1,True
COMMONAREA_MEDI,497.6551017761231,497.6551017761231,2,1,True
PREV_NAME_CASH_LOAN_PURPOSE_XNA_RATE,495.70409774780273,495.70409774780273,2,1,True
BURO_AMT_ANNUITY_MEAN,479.45349884033203,418.11940002441406,2,2,True
LIVINGAPARTMENTS_MEDI,478.7444019317627,478.7444019317627,2,1,True
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,474.7601089477539,474.7601089477539,2,1,True
BURO_BAL_BB_STATUS_1_RATE_MEAN,473.08519744873047,473.08519744873047,2,1,True
BURO_BAL_BB_STATUS_0_MEAN,471.83939933776855,471.83939933776855,2,1,True
POS_SK_DPD_MEAN,471.0493087768554,471.0493087768554,2,1,True
PREV_NAME_PORTFOLIO_POS_RATE,469.7942962646485,469.7942962646485,2,1,True
PREV_NAME_TYPE_SUITE_CHILDREN_RATE,465.9509963989258,465.9509963989258,2,1,True
BURO_BAL_BB_BAD_STATUS_COUNT_MEAN,463.985294342041,463.985294342041,2,1,True
BURO_BAL_BB_STATUS_X_MAX,461.99440002441406,461.99440002441406,2,1,True
CC_CC_PAYMENT_MIN_RATIO_MIN,457.44129753112793,457.44129753112793,2,1,True
CC_CNT_DRAWINGS_POS_CURRENT_MAX,456.3413009643554,456.3413009643554,2,1,True
PREV_NAME_SELLER_INDUSTRY_CONSUMER ELECTRONICS_RATE,451.985595703125,451.985595703125,2,1,True
PREV_NAME_CONTRACT_STATUS_REFUSED,449.013599395752,449.013599395752,2,1,True
PREV_CHANNEL_TYPE_STONE_RATE,446.2494010925293,446.2494010925293,2,1,True
PREV_PRODUCT_COMBINATION_POS HOUSEHOLD WITHOUT INTEREST_RATE,445.52579498291016,445.52579498291016,2,1,True
PREV_NAME_GOODS_CATEGORY_FURNITURE,445.4669952392578,445.4669952392578,2,1,True
PREV_CODE_REJECT_REASON_LIMIT_RATE,445.2363967895508,445.2363967895508,2,1,True
LANDAREA_MEDI,442.75270080566406,442.75270080566406,2,1,True
CC_STATUS_ACTIVE_RATE,442.7074012756348,442.7074012756348,2,1,True
BASEMENTAREA_AVG,442.5186996459961,367.9418029785156,2,2,True
POS_STATUS_RETURNED TO THE STORE_RATE,442.166202545166,442.166202545166,2,1,True
PREV_CHANNEL_TYPE_COUNTRY-WIDE,437.8350982666016,437.8350982666016,2,1,True
BURO_TYPE_CREDIT CARD_RATE,437.8346004486084,437.8346004486084,2,1,True
PREV_NAME_PORTFOLIO_POS,433.03699684143066,433.03699684143066,2,1,True
PREV_NAME_PORTFOLIO_XNA_RATE,430.8819961547852,430.8819961547852,2,1,True
PREV_PRODUCT_COMBINATION_CASH X-SELL: LOW,430.8528022766113,430.8528022766113,2,1,True
BURO_AMT_CREDIT_SUM_DEBT_MIN,430.215799331665,430.215799331665,2,1,True
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_RATE,419.3213996887207,419.3213996887207,2,1,True
BUREAU_REQUEST_RECENT_TO_YEAR_RATIO,418.4906997680664,418.4906997680664,2,1,True
BURO_BURO_OVERDUE_CREDIT_RATIO_MAX,413.81150817871094,357.1780090332031,2,2,True
BURO_BAL_BB_STATUS_X_SUM,413.73059463500977,413.73059463500977,2,1,True
OBS_60_CNT_SOCIAL_CIRCLE,406.2307968139648,406.2307968139648,2,1,True
BURO_BAL_BB_MONTHS_BALANCE_MEAN_SUM,403.9930038452149,403.9930038452149,2,1,True
PREV_RECORD_COUNT,403.0866012573242,214.22530364990237,2,2,True
PREV_HOUR_APPR_PROCESS_START_MIN,401.7389030456543,401.7389030456543,2,1,True
PREV_NAME_CONTRACT_TYPE_REVOLVING LOANS_RATE,400.9638977050781,400.9638977050781,2,1,True
PREV_NAME_YIELD_GROUP_MIDDLE_RATE,399.9391975402832,399.9391975402832,2,1,True
PREV_NAME_GOODS_CATEGORY_CLOTHING AND ACCESSORIES_RATE,397.6378021240234,397.6378021240234,2,1,True
BURO_AMT_CREDIT_SUM_OVERDUE_SUM,393.3569030761719,393.3569030761719,2,1,True
PREV_NAME_CASH_LOAN_PURPOSE_WEDDING / GIFT / HOLIDAY,392.7005023956299,392.7005023956299,2,1,True
ENTRANCES_MODE,391.2476043701172,391.2476043701172,2,1,True
PREV_NAME_GOODS_CATEGORY_XNA_RATE,388.3370018005371,388.3370018005371,2,1,True
NONLIVINGAREA_MODE,379.50670623779297,281.82330322265625,2,2,True
BURO_BURO_OVERDUE_CREDIT_RATIO_MEAN,379.38669204711914,223.94669342041016,2,2,True
BURO_TYPE_CAR LOAN_RATE,378.8211975097656,378.8211975097656,2,1,True
IS_WEEKEND_APPLICATION,376.9839973449707,376.9839973449707,1,1,True
CC_AMT_BALANCE_MEAN,375.4482002258301,375.4482002258301,2,1,True
NAME_HOUSING_TYPE,373.606502532959,337.0259017944336,6,2,True
BURO_ACTIVE_SOLD_RATE,372.8493995666504,372.8493995666504,2,1,True
PREV_NAME_GOODS_CATEGORY_CONSUMER ELECTRONICS_RATE,369.3663940429688,369.3663940429688,2,1,True
PREV_PRODUCT_COMBINATION_CASH X-SELL: MIDDLE_RATE,368.1644973754883,368.1644973754883,2,1,True
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,364.2122039794922,364.2122039794922,2,1,True
WEEKDAY_APPR_PROCESS_START,364.04199981689453,105.61809921264648,7,5,True
BURO_BAL_BB_STATUS_X_RATE_MAX,358.633903503418,358.633903503418,2,1,True
PREV_PRODUCT_COMBINATION_POS HOUSEHOLD WITH INTEREST_RATE,355.09469985961914,355.09469985961914,2,1,True
CC_STATUS_ACTIVE,354.903902053833,354.903902053833,2,1,True
PREV_AMT_GOODS_PRICE_MAX,348.9741020202637,348.9741020202637,2,1,True
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_RATE,348.2198028564453,348.2198028564453,2,1,True
INST_RECORD_COUNT,343.6393013000488,343.6393013000488,2,1,True
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,340.9172058105469,340.9172058105469,2,1,True
CC_AMT_DRAWINGS_POS_CURRENT_MAX,340.27070236206055,340.27070236206055,2,1,True
ENTRANCES_MEDI,339.0545959472656,339.0545959472656,2,1,True
BURO_AMT_ANNUITY_SUM,332.2431011199951,332.2431011199951,2,1,True
PREV_DAYS_FIRST_DRAWING_SUM,328.16350173950195,328.16350173950195,2,1,True
PREV_NAME_TYPE_SUITE_UNACCOMPANIED,327.79649353027344,327.79649353027344,2,1,True
PREV_NAME_TYPE_SUITE_NAN,325.7863998413086,325.7863998413086,2,1,True
PREV_PRODUCT_COMBINATION_POS HOUSEHOLD WITH INTEREST,321.3168067932129,321.3168067932129,2,1,True
OBS_30_CNT_SOCIAL_CIRCLE,319.7943992614746,319.7943992614746,2,1,True
CC_AMT_RECIVABLE_MIN,318.02760314941406,318.02760314941406,2,1,True
PREV_PRODUCT_COMBINATION_CASH STREET: MIDDLE_RATE,317.3843994140625,317.3843994140625,2,1,True
DEF_60_CNT_SOCIAL_CIRCLE,312.8740005493164,312.8740005493164,2,1,True
PREV_NAME_PAYMENT_TYPE_XNA_RATE,311.97660064697266,311.97660064697266,2,1,True
BURO_AMT_ANNUITY_MAX,304.221004486084,304.221004486084,2,1,True
PREV_PRODUCT_COMBINATION_POS INDUSTRY WITHOUT INTEREST,303.92480087280273,303.92480087280273,2,1,True
CC_AMT_INST_MIN_REGULARITY_SUM,300.5147018432617,300.5147018432617,2,1,True
PREV_NAME_SELLER_INDUSTRY_CONNECTIVITY,299.96949577331543,299.96949577331543,2,1,True
CC_STATUS_COMPLETED_RATE,298.27220153808594,298.27220153808594,2,1,True
POS_STATUS_SIGNED_RATE,286.3902015686035,286.3902015686035,2,1,True
NONLIVINGAPARTMENTS_MEDI,285.80799865722656,285.80799865722656,2,1,True
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_RATE,285.0515022277832,285.0515022277832,2,1,True
PREV_CHANNEL_TYPE_CREDIT AND CASH OFFICES,284.1108989715576,284.1108989715576,2,1,True
CC_AMT_RECIVABLE_MEAN,283.0502986907959,283.0502986907959,2,1,True
BURO_BAL_BB_STATUS_1_SUM,280.7881965637207,280.7881965637207,2,1,True
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,279.348201751709,279.348201751709,2,1,True
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,276.3878974914551,276.3878974914551,2,1,True
CC_AMT_TOTAL_RECEIVABLE_MAX,275.5510025024414,275.5510025024414,2,1,True
PREV_NAME_GOODS_CATEGORY_CONSTRUCTION MATERIALS_RATE,272.40159606933594,272.40159606933594,2,1,True
CC_SK_DPD_MEAN,270.71470069885254,270.71470069885254,2,1,True
CC_CC_DRAWING_LIMIT_RATIO_MAX,270.07019805908203,270.07019805908203,2,1,True
REGION_RATING_CLIENT,268.4847984313965,268.4847984313965,1,1,True
BURO_BURO_DEBT_CREDIT_RATIO_MIN,268.3987007141113,268.3987007141113,2,1,True
PREV_CHANNEL_TYPE_COUNTRY-WIDE_RATE,267.96240425109863,267.96240425109863,2,1,True
ADDRESS_MISMATCH_COUNT,267.51219940185547,267.51219940185547,1,1,True
PREV_NAME_PORTFOLIO_CASH_RATE,267.08850288391113,267.08850288391113,2,1,True
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_RATE,265.07559967041016,265.07559967041016,2,1,True
PREV_PRODUCT_COMBINATION_POS MOBILE WITHOUT INTEREST_RATE,263.4472961425781,263.4472961425781,2,1,True
BURO_BAL_BB_STATUS_1_RATE_MAX,262.71949768066406,262.71949768066406,2,1,True
BURO_AMT_CREDIT_MAX_OVERDUE_MIN,261.60499572753906,261.60499572753906,2,1,True
PREV_CODE_REJECT_REASON_HC,260.4209976196289,260.4209976196289,2,1,True
POS_SK_DPD_SUM,259.8510990142822,259.8510990142822,2,1,True
NONLIVINGAPARTMENTS_AVG,255.11660385131833,220.59750366210935,2,2,True
DEF_30_CNT_SOCIAL_CIRCLE,254.5714988708496,254.5714988708496,2,1,True
PREV_NAME_GOODS_CATEGORY_AUDIO/VIDEO_RATE,250.071102142334,250.071102142334,2,1,True
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,248.7782974243164,248.7782974243164,2,1,True
PREV_NAME_CONTRACT_STATUS_CANCELED,245.77149963378903,245.77149963378903,2,1,True
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,245.6110954284668,245.6110954284668,2,1,True
CC_AMT_DRAWINGS_POS_CURRENT_SUM,244.55149841308597,244.55149841308597,2,1,True
PREV_NAME_CONTRACT_TYPE_CASH LOANS_RATE,243.67019844055176,243.67019844055176,2,1,True
PREV_PRODUCT_COMBINATION_CARD STREET_RATE,243.39889526367188,243.39889526367188,2,1,True
PREV_NAME_SELLER_INDUSTRY_CLOTHING_RATE,243.2547035217285,243.2547035217285,2,1,True
CC_AMT_BALANCE_MIN,234.34389877319336,234.34389877319336,2,1,True
CC_AMT_DRAWINGS_CURRENT_MAX,231.3765983581543,231.3765983581543,2,1,True
CNT_FAM_MEMBERS,223.92659950256348,223.92659950256348,2,1,True
YEARS_BUILD_AVG,223.26589965820312,223.26589965820312,2,1,True
FLAG_EMP_PHONE,221.4012985229492,221.4012985229492,1,1,True
PREV_CODE_REJECT_REASON_SCOFR_RATE,221.0443992614746,221.0443992614746,2,1,True
CC_MONTHS_BALANCE_SUM,218.83050155639648,218.83050155639648,2,1,True
BURO_BAL_BB_STATUS_1_MAX,217.3451995849609,217.3451995849609,2,1,True
BURO_BAL_BB_MONTHS_BALANCE_COUNT_MAX,216.85479927062988,216.85479927062988,2,1,True
CC_MONTHS_BALANCE_MEAN,211.37229919433597,211.37229919433597,2,1,True
PREV_NAME_SELLER_INDUSTRY_CONSUMER ELECTRONICS,209.9454002380371,209.9454002380371,2,1,True
PREV_PRODUCT_COMBINATION_CASH X-SELL: HIGH,204.2814979553223,204.2814979553223,2,1,True
PREV_PRODUCT_COMBINATION_CARD X-SELL_RATE,202.6766014099121,202.6766014099121,2,1,True
PREV_NAME_YIELD_GROUP_MIDDLE,198.84810256958008,198.84810256958008,2,1,True
CC_CNT_INSTALMENT_MATURE_CUM_MAX,197.2050018310547,197.2050018310547,2,1,True
PREV_NAME_YIELD_GROUP_XNA,196.8032989501953,196.8032989501953,2,1,True
PREV_PRODUCT_COMBINATION_CASH_RATE,195.7433013916016,195.7433013916016,2,1,True
BURO_BAL_BB_MONTHS_BALANCE_MAX_SUM,194.3065948486328,194.3065948486328,2,1,True
CC_AMT_INST_MIN_REGULARITY_MAX,190.63439559936523,190.63439559936523,2,1,True
CC_AMT_PAYMENT_CURRENT_MIN,188.75960540771484,188.75960540771484,2,1,True
PREV_NAME_GOODS_CATEGORY_MOBILE,188.6442031860352,188.6442031860352,2,1,True
ELEVATORS_MEDI,186.6535987854004,186.6535987854004,2,1,True
FLOORSMIN_MODE,183.5006980895996,183.5006980895996,2,1,True
CC_CNT_DRAWINGS_POS_CURRENT_SUM,183.16170120239255,183.16170120239255,2,1,True
PREV_NAME_CASH_LOAN_PURPOSE_REPAIRS_RATE,181.9219017028809,181.9219017028809,2,1,True
BUILDING_FEATURE_MISSING_COUNT,181.08589935302732,181.08589935302732,1,1,True
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY,179.11320114135742,179.11320114135742,2,1,True
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY,178.4850959777832,178.4850959777832,2,1,True
PREV_NAME_PRODUCT_TYPE_XNA,175.57990264892578,175.57990264892578,2,1,True
"PREV_NAME_TYPE_SUITE_SPOUSE, PARTNER",174.54060173034668,174.54060173034668,2,1,True
PREV_CODE_REJECT_REASON_LIMIT,173.8386001586914,173.8386001586914,2,1,True
BURO_BAL_BB_STATUS_1_RATE_SUM,173.67359924316406,173.67359924316406,2,1,True
FLAG_PHONE,172.0551986694336,172.0551986694336,1,1,True
PREV_PRODUCT_COMBINATION_POS OTHER WITH INTEREST_RATE,163.98590087890625,163.98590087890625,2,1,True
FLOORSMIN_AVG,163.77620315551758,163.77620315551758,2,1,True
POS_SK_DPD_MIN,160.1516990661621,160.1516990661621,2,1,True
PREV_NAME_PAYMENT_TYPE_CASH THROUGH THE BANK,159.5182991027832,159.5182991027832,2,1,True
PREV_NAME_GOODS_CATEGORY_COMPUTERS_RATE,159.0728988647461,159.0728988647461,2,1,True
PREV_NAME_CLIENT_TYPE_REFRESHED,156.6009979248047,156.6009979248047,2,1,True
PREV_NAME_GOODS_CATEGORY_MEDICAL SUPPLIES_RATE,155.41529846191406,155.41529846191406,2,1,True
BURO_BAL_BB_STATUS_2_MEAN,155.0493049621582,155.0493049621582,2,1,True
PREV_CHANNEL_TYPE_CHANNEL OF CORPORATE SALES,154.36660194396973,154.36660194396973,2,1,True
BURO_AMT_CREDIT_SUM_LIMIT_MIN,149.17729949951172,113.9990005493164,2,2,True
CC_CNT_DRAWINGS_POS_CURRENT_MIN,147.70050048828125,147.70050048828125,2,1,True
BURO_BAL_BB_STATUS_1_MEAN,147.06999969482422,147.06999969482422,2,1,True
BURO_AMT_ANNUITY_MIN,145.16529846191406,145.16529846191406,2,1,True
PREV_RATE_INTEREST_PRIVILEGED_SUM,144.27060317993164,144.27060317993164,2,1,True
PREV_CHANNEL_TYPE_AP+ (CASH LOAN),143.5270004272461,143.5270004272461,2,1,True
BUREAU_REQUEST_RECENT,142.42180633544922,142.42180633544922,2,1,True
BURO_TYPE_CAR LOAN,142.00640296936035,142.00640296936035,2,1,True
PREV_PRODUCT_COMBINATION_POS INDUSTRY WITH INTEREST,141.88479614257812,141.88479614257812,2,1,True
PREV_NAME_GOODS_CATEGORY_PHOTO / CINEMA EQUIPMENT,135.23049926757812,135.23049926757812,2,1,True
AMT_REQ_CREDIT_BUREAU_YEAR,134.74589920043945,134.74589920043945,2,1,True
PREV_CODE_REJECT_REASON_SCO,134.06669998168945,134.06669998168945,2,1,True
PREV_CHANNEL_TYPE_REGIONAL / LOCAL,131.29180145263672,131.29180145263672,2,1,True
PREV_PRODUCT_COMBINATION_POS MOBILE WITH INTEREST,131.28449630737305,131.28449630737305,2,1,True
PREV_NAME_GOODS_CATEGORY_GARDENING_RATE,131.11169815063477,131.11169815063477,2,1,True
AMT_REQ_CREDIT_BUREAU_DAY,130.43349838256836,130.43349838256836,2,1,True
PREV_PRODUCT_COMBINATION_CARD STREET,130.33090209960938,130.33090209960938,2,1,True
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,127.34769821166992,127.34769821166992,2,1,True
PREV_NAME_YIELD_GROUP_LOW_NORMAL,125.28360366821288,125.28360366821288,2,1,True
CC_AMT_RECIVABLE_SUM,120.60840225219728,120.60840225219728,2,1,True
AMT_REQ_CREDIT_BUREAU_HOUR,120.55660247802734,74.756103515625,2,2,True
PREV_NFLAG_INSURED_ON_APPROVAL_SUM,119.92780303955078,119.92780303955078,2,1,True
CC_RECORD_COUNT,118.28400421142578,118.28400421142578,2,1,True
PREV_NAME_PRODUCT_TYPE_X-SELL,117.82210159301758,117.82210159301758,2,1,True
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,114.57100296020508,114.57100296020508,2,1,True
PREV_NAME_CONTRACT_TYPE_CONSUMER LOANS_RATE,112.78219985961914,112.78219985961914,2,1,True
PREV_NAME_GOODS_CATEGORY_CONSUMER ELECTRONICS,111.05970191955566,111.05970191955566,2,1,True
PREV_PRODUCT_COMBINATION_CASH,110.11700057983398,110.11700057983398,2,1,True
FLAG_OWN_REALTY,107.27239990234375,53.973899841308594,2,2,True
POS_STATUS_SIGNED,106.44319915771484,106.44319915771484,2,1,True
PREV_NAME_PAYMENT_TYPE_XNA,106.37349700927734,106.37349700927734,2,1,True
PREV_PRODUCT_COMBINATION_CASH X-SELL: MIDDLE,106.22739791870116,106.22739791870116,2,1,True
PREV_NAME_CASH_LOAN_PURPOSE_XAP,106.20750045776369,106.20750045776369,2,1,True
PREV_NAME_CASH_LOAN_PURPOSE_OTHER_RATE,105.0702018737793,105.0702018737793,2,1,True
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,103.83459854125977,103.83459854125977,2,1,True
POS_STATUS_COMPLETED,103.54929733276369,103.54929733276369,2,1,True
BURO_BAL_BB_BAD_STATUS_COUNT_MAX,103.41510009765624,103.41510009765624,2,1,True
PREV_NAME_GOODS_CATEGORY_CONSTRUCTION MATERIALS,101.61700057983398,101.61700057983398,2,1,True
PREV_CODE_REJECT_REASON_SCOFR,99.72579956054688,99.72579956054688,2,1,True
NAME_TYPE_SUITE,98.37950134277344,98.37950134277344,7,1,True
PREV_NAME_TYPE_SUITE_OTHER_B_RATE,97.9915008544922,97.9915008544922,2,1,True
CNT_CHILDREN,94.83380126953124,94.83380126953124,1,1,True
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,93.47870254516602,93.47870254516602,2,1,True
PREV_NAME_GOODS_CATEGORY_XNA,93.24919891357422,93.24919891357422,2,1,True
CC_SK_DPD_DEF_MEAN,92.35060119628906,92.35060119628906,2,1,True
PREV_NAME_PORTFOLIO_CASH,91.027099609375,91.027099609375,2,1,True
CC_CC_UTILIZATION_RATIO_MIN,89.52789688110352,89.52789688110352,2,1,True
PREV_NAME_PAYMENT_TYPE_NON-CASH FROM YOUR ACCOUNT_RATE,88.93569946289062,88.93569946289062,2,1,True
PREV_NAME_CONTRACT_TYPE_CONSUMER LOANS,88.41659927368164,88.41659927368164,2,1,True
CC_STATUS_COMPLETED,88.24589920043945,88.24589920043945,2,1,True
PREV_NAME_CLIENT_TYPE_REPEATER,88.20169830322266,88.20169830322266,2,1,True
PREV_PRODUCT_COMBINATION_CARD X-SELL,86.68219757080078,86.68219757080078,2,1,True
BURO_BAL_BB_STATUS_2_RATE_SUM,85.61079788208008,85.61079788208008,2,1,True
CC_AMT_BALANCE_SUM,84.79879760742188,84.79879760742188,2,1,True
BURO_BAL_BB_MONTHS_BALANCE_MAX_MAX,84.66449737548828,84.66449737548828,2,1,True
PREV_NAME_SELLER_INDUSTRY_AUTO TECHNOLOGY_RATE,84.17730331420898,84.17730331420898,2,1,True
PREV_NAME_CONTRACT_STATUS_UNUSED OFFER_RATE,84.14029884338379,84.14029884338379,2,1,True
CC_AMT_PAYMENT_CURRENT_MAX,83.3832015991211,83.3832015991211,2,1,True
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,83.02020263671875,83.02020263671875,2,1,True
BURO_BAL_BB_STATUS_3_RATE_MEAN,81.22750091552734,81.22750091552734,2,1,True
PREV_NAME_GOODS_CATEGORY_AUDIO/VIDEO,80.61600112915039,80.61600112915039,2,1,True
PREV_NAME_GOODS_CATEGORY_JEWELRY_RATE,79.49169921875,79.49169921875,2,1,True
PREV_NAME_GOODS_CATEGORY_SPORT AND LEISURE,76.13360214233398,76.13360214233398,2,1,True
PREV_NAME_CASH_LOAN_PURPOSE_XNA,75.67590141296387,75.67590141296387,2,1,True
PREV_PRODUCT_COMBINATION_POS MOBILE WITHOUT INTEREST,73.80840301513672,73.80840301513672,2,1,True
PREV_CHANNEL_TYPE_CONTACT CENTER,70.13780212402344,70.13780212402344,2,1,True
CC_AMT_INST_MIN_REGULARITY_MEAN,70.07479858398438,70.07479858398438,2,1,True
BURO_CREDIT_TYPE_NUNIQUE,69.11659812927246,69.11659812927246,2,1,True
PREV_NAME_GOODS_CATEGORY_DIRECT SALES_RATE,67.70919990539551,67.70919990539551,2,1,True
PREV_NAME_SELLER_INDUSTRY_FURNITURE,66.35059928894043,66.35059928894043,2,1,True
PREV_NAME_GOODS_CATEGORY_MEDICINE,61.56449890136719,61.56449890136719,2,1,True
CC_SK_DPD_SUM,61.04330062866211,61.04330062866211,2,1,True
PREV_NAME_CASH_LOAN_PURPOSE_XAP_RATE,57.78419876098633,57.78419876098633,2,1,True
PREV_NAME_TYPE_SUITE_OTHER_A_RATE,56.54040145874024,56.54040145874024,2,1,True
PREV_NAME_YIELD_GROUP_LOW_ACTION,56.52750015258789,56.52750015258789,2,1,True
CC_AMT_TOTAL_RECEIVABLE_MEAN,56.30739974975586,56.30739974975586,2,1,True
POS_STATUS_APPROVED,56.0551986694336,56.0551986694336,2,1,True
PREV_NAME_SELLER_INDUSTRY_XNA,55.362098693847656,55.362098693847656,2,1,True
AMT_REQ_CREDIT_BUREAU_MON,54.7942008972168,54.7942008972168,2,1,True
CC_SK_DPD_MAX,54.29410171508789,54.29410171508789,2,1,True
PREV_NAME_GOODS_CATEGORY_AUTO ACCESSORIES,53.98910140991211,53.98910140991211,2,1,True
PREV_NAME_SELLER_INDUSTRY_INDUSTRY_RATE,53.2046012878418,53.2046012878418,2,1,True
REG_REGION_NOT_WORK_REGION,52.11940002441406,52.11940002441406,1,1,True
BURO_BAL_BB_STATUS_5_RATE_MAX,52.04800033569336,52.04800033569336,2,1,True
POS_SK_DPD_MAX,51.73410034179688,51.73410034179688,2,1,True
CC_SK_DPD_DEF_MAX,50.3302001953125,50.3302001953125,2,1,True
FLOORSMIN_MEDI,49.79230117797852,49.79230117797852,2,1,True
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,48.53369903564453,48.53369903564453,2,1,True
CC_CNT_DRAWINGS_CURRENT_MIN,48.09299850463867,48.09299850463867,2,1,True
PREV_NAME_SELLER_INDUSTRY_CLOTHING,47.894901275634766,47.894901275634766,2,1,True
PREV_RATE_INTEREST_PRIVILEGED_MAX,47.74309921264648,47.74309921264648,2,1,True
BUILDING_FEATURE_AVAILABLE_COUNT,47.45040130615234,47.45040130615234,1,1,True
CHILDREN_RATIO,47.11289978027344,47.11289978027344,2,1,True
